Instruction,Input,Output,materi,question_id,Template
Write a function in Python to get the intersection of two sorted lists.,"list1 = [5, 7, 9, 11, 13]
list2 = [7, 8, 10, 11, 12]","def intersection(list1, list2):
 result = []
 i = 0
 j = 0
 while i < len(list1) and j < len(list2):
 if list1[i] == list2[j]:
 result.append(list1[i])
 i += 1
 j += 1
 elif list1[i] < list2[j]:
 i += 1
 else:
 j += 1
 return result

print(intersection(list1, list2))
# Output: [7, 11]",Function,1524,"def intersection___:
 result = []
 i = 0
 j = 0
 while i < len___ and j < len___:
 if list1[i] == list2[j]:
 result.___
 i += 1
 j += 1
 elif list1[i] < list2[j]:
 i += 1
 else:
 j += 1
 return result

print(intersection(list1, list2))
# Output: [7, 11]"
"Using Python, implement a Pig Latin translator. The translator should accept a word as input and return its Pig Latin equivalent.","word = ""Python""","def pig_latin(word):
 vowels = ""aeiou""
 if word[0] in vowels: 
 return word + 'way'
 else:
 return word[1:] + word[0] + 'ay'

pig_latin_word = pig_latin(word)
print(pig_latin_word) # Output: ythonPay",Function,1532,"def pig_latin___:
 vowels = ""aeiou""
 if word[0] in vowels: 
 return word + 'way'
 else:
 return word[1:] + word[0] + 'ay'

pig_latin_word = pig_latin___
print(pig_latin_word) # Output: ythonPay"
"Given a Python dictionary, write a function to invert the keys and values of the dictionary.","my_dict = {'A':1, 'B':2, 'C':3}","def invert_dict(dictionary):
    inverted_dict = {}
    for key, value in dictionary.items():
        inverted_dict[value] = key
    return inverted_dict

inverted_dict = invert_dict(my_dict)
print(inverted_dict)",Function,1533,"def invert_dict___:
    inverted_dict = {}
    for key, value in dictionary.___:
        inverted_dict[value] = key
    return inverted_dict

inverted_dict = invert_dict___
print(inverted_dict)"
Implement a function in Python that generates a random password with a minimum length of 10 characters.,No input,"import random
import string

def generate_random_password(n=10):
    chars = string.ascii_uppercase + string.ascii_lowercase + string.digits
    return ''.join(random.choice(chars) for _ in range(n))",Function,1549,"import random
import string

def ___:
    chars = string.ascii_uppercase + string.ascii_lowercase + string.digits
    return ''.join(random.choice___ for _ in range___)"
Develop a function in Python that takes an individual name as an input and output its acronym.,"""Oscar Thomas""","def make_acronym(name):
    acronym = """".join([word[0] for word in name.split()]).upper()
    return acronym

result = make_acronym(""Oscar Thomas"")
print(result)",Function,1572,"def make_acronym___:
    acronym = """".___
    return acronym

result = ___
print(result)"
Enhance an existing python program to include a function,"def hello():
    print(""Hello world!"")","def hello():
    print(""Hello world!"")

def goodbye():
    print(""Goodbye!"")

def greetings():
    hello()
    goodbye()

greetings()",Function,1607,"___
    print(""Hello world!"")

___
    print(""Goodbye!"")

___
    ___
    ___

___"
Create a python function that takes in two strings and output their combined length.,"string_1 = ""Hello""
string_2 = ""World""","def get_string_length(string_1, string_2):
    return len(string_1 + string_2)",Function,1610,"def get_string_length___:
    return ___"
Write a Python function to compute the factorial of an integer.,4,"def factorial(n):
    if n < 0:
        print('Factorial does not exist for a negative number.')
    elif n == 0 or n == 1:
        return 1
    else:
        return n * factorial(n - 1)


print(factorial(4))",Function,1620,"def factorial___:
    if n < 0:
        print('Factorial does not exist for a negative number.')
    elif n == 0 or n == 1:
        return 1
    else:
        return n * ___


print(factorial(4))"
Write a Python function to calculate the sum of two numbers using recursion.,"x = 5
y = 7","def recursive_sum(x, y):
    if x == 0:
        return y 
    else: 
        return recursive_sum(x - 1, y + 1) 

print(recursive_sum(x, y)) # 12",Function,1639,"def recursive_sum___:
    if x == 0:
        return y 
    else: 
        return ___ 

print(recursive_sum(x, y)) # 12"
Create a Python class that implements an iterator. The iterator should return the square of whole numbers starting at 0.,.,"class SqrIterator:
    def __init__(self):
        self.n = 0

    def __iter__(self):
        return self

    def __next__(self):
        result = self.n ** 2
        self.n += 1
        return result",Function,1641,"class SqrIterator:
    def __init_____:
        self.n = 0

    def __iter_____:
        return self

    def __next_____:
        result = self.n ** 2
        self.n += 1
        return result"
Design a function in Python that takes in two numbers and outputs their sum.,"2, 3","def sumTwo(a, b):
  return a + b

print(sumTwo(2, 3))",Function,1664,"def sumTwo___:
  return a + b

print(sumTwo(2, 3))"
Write a function in Python that takes two lists as arguments and return all their common elements.,"[1, 3, 5, 7], [3, 4, 5, 8]","def common_elements(list1, list2):
    common = []
    for num in list1:
        if num in list2:
            common.append(num)
    return common

print(common_elements([1, 3, 5, 7], [3, 4, 5, 8]))",Function,1684,"def common_elements___:
    common = []
    for num in list1:
        if num in list2:
            common.append___
    return common

print(common_elements([1, 3, 5, 7], [3, 4, 5, 8]))"
Convert this function from Python 2 to Python 3.,"def fib(n):
    """"""Print a Fibonacci series up to n""""""
    result = []
    a, b = 0, 1
    while b < n:
        result.append(b)
        a, b = b, a+b
    return result","def fib(n):
    """"""Print a Fibonacci series up to n""""""
    result = []
    a = 0
    b = 1
    while b < n:
        result.append(b)
        tmp_a = a
        a = b
        b = tmp_a + b
    return result",Function,1693,"def fib___:
    """"""Print a Fibonacci series up to n""""""
    result = []
    a = 0
    b = 1
    while b < n:
        result.append___
        tmp_a = a
        a = b
        b = tmp_a + b
    return result"
Optimize the following function by rewriting it in Python,"def double(number):
    return number * 2","def double(number: int) -> int:
    return number << 1",Function,1715,"def ___ -> int:
    return number << 1"
Create an AWS Lambda function in Python to make an HTTP request using the requests library.,Example URL: https://api.example.com/data,"import json
import requests

# Handler function
def handler(event, context):
 # Make request
 response = requests.get('https://api.example.com/data')
 
 # Parse response
 data = response.json()
 
 return {
 'statusCode': 200,
 'body': json.dumps(data)
 }",Function,1795,"import json
import requests

# Handler function
def handler___:
 # Make request
 response = requests.___
 
 # Parse response
 data = response.___
 
 return {
 'statusCode': 200,
 'body': json.dumps___
 }"
Write a Python code fragment to optimize the given function.,"def search(data, x):
    for element in data:
        if element == x:
            return True
    return False","def search(data, x):
    if x in data:
        return True
    return False",Function,1801,"def search___:
    if x in data:
        return True
    return False"
Create a function in Python to count the occurrence of each word in a sentence.,"sentence = ""This is a sample sentence.""","def word_count(sentence):
    words = sentence.split() 
    word_freq = {}
    for word in words:
        if word in word_freq:
            word_freq[word] += 1
        else:
            word_freq[word] = 1
    return word_freq

word_counts = word_count(sentence)
print(word_counts)",Function,1804,"def word_count___:
    words = sentence.___ 
    word_freq = {}
    for word in words:
        if word in word_freq:
            word_freq[word] += 1
        else:
            word_freq[word] = 1
    return word_freq

word_counts = word_count___
print(word_counts)"
Write a function in Python to extract domain name from given URLs.,"""http://www.google.com""","import re
def extract_domain_name(url):
    regex = r""://([^/]+)/?""
    match = re.search(regex, url)
 
    if match:
        return match.group(1)

url = ""http://www.google.com""
domain_name = extract_domain_name(url)
print(domain_name)
 
# Output: 
# google.com",Function,1842,"import re
def extract_domain_name___:
    regex = r""://([^/]+)/?""
    match = re.search___
 
    if match:
        return match.group___

url = ""http://www.google.com""
domain_name = extract_domain_name___
print(domain_name)
 
# Output: 
# google.com"
Write a Python function to concatenate two lists.,"list1 = [1, 2, 3]
list2 = [4, 5, 6]","def concat_lists(list1, list2):
    return [x for t in zip(list1, list2) for x in t]

list1 = [1, 2, 3]
list2 = [4, 5, 6]

print(concat_lists(list1, list2)) # [1, 4, 2, 5, 3, 6]",Function,1851,"def concat_lists___:
    return [x for t in zip___ for x in t]

list1 = [1, 2, 3]
list2 = [4, 5, 6]

print(concat_lists(list1, list2)) # [1, 4, 2, 5, 3, 6]"
Develop a Python function to fetch data from a web service.,url = 'https://jsonplaceholder.typicode.com/users',"import requests

def fetch_data_from_web_service(url):
    response = requests.get(url)
    return response.json()",Function,1856,"import requests

def fetch_data_from_web_service___:
    response = requests.get___
    return response.___"
Develop a Python function that takes two arrays of equal size as input and returns the sum of the two arrays.,"[1,2,3], [4,5,6]","def sum_arrays(arr1, arr2):
    result = []
    for i in range(len(arr1)):
        result.append(arr1[i] + arr2[i])
    return result

summed = sum_arrays([1,2,3], [4,5,6])
print(summed)",Function,1900,"def sum_arrays___:
    result = []
    for i in range(len___):
        result.___
    return result

summed = ___
print(summed)"
Implement a function in Python that takes a number N and returns the sum of all the positive numbers up to N (inclusive).,10,"""""""
Implement a function in Python that takes a number N and returns the sum of all the positive numbers up to N (inclusive). 
""""""

def sum_numbers(n):
    total = 0
    for num in range(n+1):
        if num > 0:
            total += num
    return total

if __name__ == '__main__':
    n = 10
    print(sum_numbers(n)) # 55",Function,1903,"""""""
Implement a function in Python that takes a number N and returns the sum of all the positive numbers up to N ___. 
""""""

def sum_numbers___:
    total = 0
    for num in ___:
        if num > 0:
            total += num
    return total

if __name__ == '__main__':
    n = 10
    print(sum_numbers(n)) # 55"
Create a Python function to clean and normalize text strings.,"The text string to be normalized is ""Thi$$$s i$ a te$Xt!!!!!""","import re

def clean_text(text):
 # Lowercase text
 text = text.lower()
 
 # Remove special characters
 text = re.sub(r'[^\w\s]','', text)
 
 # Remove extra whitespaces
 text = re.sub(r'\s+',' ', text)
 
 return text
 
# Sample Usage
text = 'Thi$$$s i$ a te$Xt!!!!!'
clean_text(text)
# Output: 'this is a text '",Function,1905,"import re

def clean_text___:
 # Lowercase text
 text = text.___
 
 # Remove special characters
 text = re.___
 
 # Remove extra whitespaces
 text = re.___
 
 return text
 
# Sample Usage
text = 'Thi$$$s i$ a te$Xt!!!!!'
clean_text___
# Output: 'this is a text '"
Generate a python function,To calculate the greatest common divisor of two integers.,"def gcd(a, b): 
    if a == 0 : 
        return b 
    return gcd(b % a, a)",Function,1931,"def gcd___: 
    if a == 0 : 
        return b 
    return ___"
Write a function in Python that takes an integer as an argument and returns the first 5 numbers in the Fibonacci sequence starting from the given integer.,An integer - 15,"def fibonacci(n):
  a = 0
  b = 1

  fib = [a]

  for i in range(1, n):
    c = a + b
    a = b
    b = c
    fib.append(a)

  return fib[:5]  # Return the first 5 numbers in the sequence

print(fibonacci(15)) # [0,1,1,2,3]",Function,1945,"def fibonacci___:
  a = 0
  b = 1

  fib = [a]

  for i in range___:
    c = a + b
    a = b
    b = c
    fib.append___

  return fib[:5]  # Return the first 5 numbers in the sequence

print(fibonacci(15)) # [0,1,1,2,3]"
Write a function in Python to generate an email address with a given name and domain.,"name = 'John Smith'
domain = 'example.com'","def generate_email(name, domain):
    '''Generates an email address using the given name and domain.'''
    name_parts = name.lower().split(' ')
    email_name = '.'.join(name_parts)
    return email_name + '@' + domain",Function,1956,"def generate_email___:
    '''Generates an email address using the given name and domain.'''
    name_parts = name.___
    email_name = '.'.join___
    return email_name + '@' + domain"
"Write a Python function to calculate the compound interest given the principal amount, rate, and number of years.","principal = 1000, rate = 0.03, time = 5","def compound_interest(principal, rate, time):
    return principal * (1 + rate)**time

result = compound_interest(1000, 0.03, 5)
print(result)",Function,1957,"def compound_interest___:
    return principal * (1 + rate)**time

result = ___
print(result)"
Develop a function in Python which takes two inputs and returns the greatest common divisor of those two numbers.,"12, 24","def greatest_common_divisor(a, b):
    if a < b:
        a, b = b, a

    while b > 0:
        a, b = b, a % b

    return a

result = greatest_common_divisor(12, 24)
print(result)",Function,1971,"def greatest_common_divisor___:
    if a < b:
        a, b = b, a

    while b > 0:
        a, b = b, a % b

    return a

result = greatest_common_divisor___
print(result)"
Write a function in Python to compute the accuracy of a classification by comparing the true labels and the predicted labels.,"true_labels = [0, 0, 1, 1] 
predicted_labels = [1, 0, 0, 1]","def compute_accuracy(true, pred):
    correct = 0
    total = len(true)
    for i in range(total):
        if true[i] == pred[i]:
            correct += 1
    return correct/total",Function,1974,"def compute_accuracy___:
    correct = 0
    total = len___
    for i in range___:
        if true[i] == pred[i]:
            correct += 1
    return correct/total"
Write a Python function to find all prime numbers between a given lower and upper bound.,"Lower bound = 20, Upper bound = 50","def prime_numbers(lower_bound, upper_bound):
    primes = []
    for num in range(lower_bound, upper_bound + 1):
        if all(num % i != 0 for i in range(2, num)):
            primes.append(num)
 
    return primes
 
prime_numbers(20, 50) # returns [23, 29, 31, 37, 41, 43, 47]",Function,1999,"def prime_numbers___:
    primes = []
    for num in ___:
        if all(num % i != 0 for i in range___):
            primes.append___
 
    return primes
 
prime_numbers___ # returns [23, 29, 31, 37, 41, 43, 47]"
Build a web scraping function in Python Scrapy that retrieves data from a given web page.,URL of a web page,"import scrapy

class DataSpider(scrapy.Spider):
 name = 'DataSpider'
 start_urls = [url]

def parse(self, response):
 data = response.css('body').getall()
 yield { 'data': data }",Function,2005,"import scrapy

class ___:
 name = 'DataSpider'
 start_urls = [url]

def parse___:
 data = response.___
 yield { 'data': data }"
Create a function in Python that returns the surface area of a sphere when given the sphere’s radius as input.,radius = 6,"import math

def sphere_surface_area(radius):
 surface_area = 4 * math.pi * radius * radius
 return surface_area 

# Test
radius = 6
print(sphere_surface_area(radius)) # 452.38934211",Function,2013,"import math

def sphere_surface_area___:
 surface_area = 4 * math.pi * radius * radius
 return surface_area 

# Test
radius = 6
print(sphere_surface_area(radius)) # 452.38934211"
Generate a python function to convert a student's grade from a 0 to 100 scale to the corresponding letter grade according to the following grade scale.,90,"def grade_converter(score):
    if score >= 90:
        return 'A'
    elif score >= 80:
        return 'B'
    elif score >= 70:
        return 'C'
    elif score >= 60:
        return 'D'
    else:
        return 'F'",Function,2037,"def grade_converter___:
    if score >= 90:
        return 'A'
    elif score >= 80:
        return 'B'
    elif score >= 70:
        return 'C'
    elif score >= 60:
        return 'D'
    else:
        return 'F'"
Generate a Python function that takes an matrix as input and raises each element of it to the power of 3.,"[[1,2,3], [4,5,6], [7,8,9]]","def power_of_3(matrix):
    for i in range(len(matrix)):
       for j in range(len(matrix[0])): 
            matrix[i][j] = matrix[i][j] ** 3
    return matrix",Function,2043,"def power_of_3___:
    for i in range(len___):
       for j in ___: 
            matrix[i][j] = matrix[i][j] ** 3
    return matrix"
Edit the following Python code to return the same output with fewer code lines.,"def my_func(list):
 for i in list:
 if i % 2 == 0:
 output = True
 else:
 output = False
 return output","def my_func(list):
 return any(i % 2 == 0 for i in list)",Function,2080,"def my_func___:
 return ___"
Create a function in Python that takes two strings as inputs and prints out the longer of the two strings.,"Hello
World","def longestString(str1, str2):
  if len(str1) > len(str2):
    return str1
  else:
    return str2

print(longestString(""Hello"", ""World""))",Function,2082,"def longestString___:
  if len___ > len___:
    return str1
  else:
    return str2

print(longestString(""Hello"", ""World""))"
Write a Python function to convert a given number into its corresponding Roman numeral.,99,"def convert_to_roman(num):
    int_nums = [1000, 500, 100, 50, 10, 5, 1]
    roman_nums = ['M', 'D', 'C', 'L', 'X', 'V', 'I']
    roman_value = ''

    i = 0
    while num > 0:
        for _ in range(num // int_nums[i]):
             roman_value += roman_nums[i]
             num -= int_nums[i]
        i += 1

    return roman_value

print(convert_to_roman(99))
# Output: 'XCIX'",Function,2084,"def convert_to_roman___:
    int_nums = [1000, 500, 100, 50, 10, 5, 1]
    roman_nums = ['M', 'D', 'C', 'L', 'X', 'V', 'I']
    roman_value = ''

    i = 0
    while num > 0:
        for _ in ___:
             roman_value += roman_nums[i]
             num -= int_nums[i]
        i += 1

    return roman_value

print(convert_to_roman(99))
# Output: 'XCIX'"
Create a Python function to combine two strings.,"String 1: Hello
String 2: World","def combine(str1, str2):
  return str1 + str2",Function,2097,"def combine___:
  return str1 + str2"
"Write a Python function to classify data points as low, medium and high according to the given threshold values.","threshold = [4, 6]","def classify(value, threshold):
    if value < threshold[0]:
        return 'low'
    elif threshold[0] <= value < threshold[1]:
        return 'medium'
    else:
        return 'high'",Function,2140,"def classify___:
    if value < threshold[0]:
        return 'low'
    elif threshold[0] <= value < threshold[1]:
        return 'medium'
    else:
        return 'high'"
Create a function in Python to give the multiple of 6 of any given number.,Number = 5,"def multiple_of_6(number):
    return number * 6",Function,2154,"def multiple_of_6___:
    return number * 6"
Write a Python function to convert a given floating point number to binary.,19.66,"def decimal_to_binary(f_num):
  b_str = """"
  int_num = int(f_num)
  f_num = f_num - int_num

  while int_num > 0:
    b_str = str(int_num % 2) + b_str
    int_num //= 2

  b_str = ""1."" + b_str

  while f_num > 0: 
    f_num *= 2
    int_num = int(f_num)
    if int_num == 1:
      b_str += ""1""
    else:
      b_str += ""0""
    f_num = f_num - int_num

  return b_str",Function,2160,"def decimal_to_binary___:
  b_str = """"
  int_num = int___
  f_num = f_num - int_num

  while int_num > 0:
    b_str = ___ + b_str
    int_num //= 2

  b_str = ""1."" + b_str

  while f_num > 0: 
    f_num *= 2
    int_num = int___
    if int_num == 1:
      b_str += ""1""
    else:
      b_str += ""0""
    f_num = f_num - int_num

  return b_str"
Create a function to calculate the Fibonacci sequence in Python,n = 10,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2) 
  
# Driver Program 
print(Fibonacci(n))",Function,2166,"def Fibonacci___: 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return ___ 
  
# Driver Program 
print(Fibonacci(n))"
Design a program that takes a complicated function and simplifies it in Python.,"def func (x):
    return 3*(x**2) + 5*x - 4","def simplified_func (x):
    return 3*x**2 + 5*x - 4",Function,2175,"def simplified_func ___:
    return 3*x**2 + 5*x - 4"
Generate a function in Python that takes a number as input and prints its corresponding binary representation.,5,"def binary_representation(num):
    binary_representation = bin(num)[2:] 
    print(""Binary representation of "" + str(num) + "" is: "" + binary_representation)

# Driver code
binary_representation(5) # Binary representation of 5 is: 101",Function,2207,"def binary_representation___:
    binary_representation = bin___[2:] 
    print(""Binary representation of "" + str(num) + "" is: "" + binary_representation)

# Driver code
binary_representation___ # Binary representation of 5 is: 101"
Write a function in Python that prints all the prime numbers between two given numbers inclusive.,"Start: 15
End: 25","def printPrimeNumbers(start, end):
 for num in range(start, end+1):
 # base case
 if num > 1: 
 for i in range(2, num): 
 if (num % i) == 0: 
 break
 else: 
 print(num) 

# Driver Code 
start = 15
end = 25

printPrimeNumbers(start, end) 

# Output:
# 17 
# 19 
# 23 
# 25",Function,2209,"def printPrimeNumbers(start, end):
 for num in ___:
 # base case
 if num > 1: 
 for i in range___: 
 ___ == 0: 
 break
 else: 
 print(num) 

# Driver Code 
start = 15
end = 25

printPrimeNumbers(start, end) 

# Output:
# 17 
# 19 
# 23 
# 25"
Create a Python program to compare two strings and return the percentage of characters that match.,"""stackoverflow"", ""stackerflow""","def compare_strings( string1, string2 ):
    s1, s2 = set(string1), set(string2)
    intersection = s1.intersection(s2)

    return (len(intersection) * 100) / len(s1)",Function,2248,"def compare_strings___:
    s1, s2 = set___, set___
    intersection = s1.intersection___

    return (len___ * 100) / len___"
Debug a Python function that swaps the values of two variables.,"def swap(x, y):
 temp = x
 x = y
 y = temp

a = 10
b = 20

swap(a, b)","def swap(x, y):
 temp = x
 x = y
 y = temp

a = 10
b = 20

swap(a, b)

#Verify the result
if a == 20 and b == 10:
 print(""Swap successful"")
else:
 print(""Swap unsuccessful"") # Output: Swap successful",Function,2260,"def swap___:
 temp = x
 x = y
 y = temp

a = 10
b = 20

swap___

#Verify the result
if a == 20 and b == 10:
 print(""Swap successful"")
else:
 print(""Swap unsuccessful"") # Output: Swap successful"
Write a function in Python that takes in two strings of the same length and returns the number of different characters in the two strings.,"str1 = ""data""
str2 = ""muta""","def diff_char(str1, str2):
 count = 0
 for i in range(len(str1)):
 if str1[i] != str2[i]:
 count += 1
 return count",Function,2262,"def diff_char___:
 count = 0
 for i in range(len___):
 if str1[i] != str2[i]:
 count += 1
 return count"
Suggest a way to make this Python function more efficient:,"def divide(nums):
    result = []
    for num in nums:
        if num % 2 == 0:
            result.append(num)
    return result","def divide(nums):
    return [num for num in nums if num % 2 == 0]",Function,2268,"def divide___:
    return [num for num in nums if num % 2 == 0]"
Create a function in Python which takes in two strings and concatenates them into one.,"""Hello,"" and ""World!""","def concat_string(str1, str2):
    return str1 + str2",Function,2269,"def concat_string___:
    return str1 + str2"
Create an optimization problem in Python to optimize the function.,"The given function is f(x, y) = x + y^2, where x and y are real numbers.","import numpy as np
from scipy.optimize import minimize
def f(x):
    x, y = x
    return x + y**2

x0 = np.array([0,0])
res = minimize(f, x0, method='nelder-mead')
print(res.x)",Function,2290,"import numpy as np
from scipy.optimize import minimize
def f___:
    x, y = x
    return x + y**2

x0 = np.___
res = ___
print(res.x)"
Edit this Python function to return the result with two decimal points.,"def area_of_circle(radius):
    return 3.14 * radius * radius","def area_of_circle(radius):
    return round(3.14 * radius * radius, 2)",Function,2291,"def area_of_circle___:
    return ___"
Write a Python function to calculate the Hamming distance between two strings of same length.,"""abc"",
""acd""","def hamming_distance(s1, s2):
    distance = 0

    for char1, char2 in zip(s1, s2):
        if char1 != char2:
            distance += 1
    
    return distance

result = hamming_distance(""abc"", ""acd"")
print(result)",Function,2319,"def hamming_distance___:
    distance = 0

    for char1, char2 in zip___:
        if char1 != char2:
            distance += 1
    
    return distance

result = ___
print(result)"
Develop a function in Python that sorts a dictionary by value in descending order.,"dictionary = {'a': 10, 'b': 20, 'c': 5}","def sort_dict_by_value(dict): 
    sorted_dict = dict(sorted(dict.items(), key = lambda kv: kv[1], reverse = True)) 
    return sorted_dict

sorted_dict = sort_dict_by_value(dictionary)
print(sorted_dict)",Function,2320,"def sort_dict_by_value___: 
    sorted_dict = ___ 
    return sorted_dict

sorted_dict = sort_dict_by_value___
print(sorted_dict)"
Create a python function to calculate the probability of a given event.,An example event is rolling a dice that has 6 sides and the event is rolling a number 6.,"def calculate_probability(event):
    num_outcomes = 6
    num_favorable = 1
    
    probability = num_favorable/num_outcomes
    
    return probability
    
# calculate probability of rolling a 6
probability = calculate_probability(""rolling a 6"")
print(probability)",Function,2371,"def calculate_probability___:
    num_outcomes = 6
    num_favorable = 1
    
    probability = num_favorable/num_outcomes
    
    return probability
    
# calculate probability of rolling a 6
probability = ___
print(probability)"
"Given the following Python function, use optimization techniques to reduce the running time of the function.","def functionA(n):
 s = 0
 for i in range(n):
 for j in range(i+1):
 s += j
 return s","def functionA_opt(n):
 s = 0
 s = n*(n+1)*(n+2) // 6
 return s",Function,2386,"def functionA_opt___:
 s = 0
 s = n*(n+1)*(n+2) // 6
 return s"
"Using Python, create a function that takes two numbers as input, and generates a random number between them.",2 and 5,"def random_number_generator(min, max):
    return random.randint(min, max)",Function,2412,"def random_number_generator___:
    return random.randint___"
Construct a function in Python to add two numbers passed as arguments.,"3,7","def addNumbers(a, b):
    return a + b

x = 3
y = 7
result = addNumbers(x, y)
print(result)",Function,2442,"def addNumbers___:
    return a + b

x = 3
y = 7
result = addNumbers___
print(result)"
Optimize the following Python function to calculate the largest prime factor of a given number.,24,"def largest_prime_factor(n):
    largest_factor = 1
    i = 2
    while i <= n / i:
        if n % i == 0:
            largest_factor = i
            n /= i
        else:
            i+=1
    if n > largest_factor:
        largest_factor = n
    return int(largest_factor)

print(largest_prime_factor(24)) # Output: 3",Function,2446,"def largest_prime_factor___:
    largest_factor = 1
    i = 2
    while i <= n / i:
        if n % i == 0:
            largest_factor = i
            n /= i
        else:
            i+=1
    if n > largest_factor:
        largest_factor = n
    return int___

print(largest_prime_factor(24)) # Output: 3"
Create a Python function to classify whether a given sentence is spam or not.,"Sentence: ""Claim your free gift by clicking the link below!""","def is_spam(sentence):
  spam_words = [""free"", ""gift"", ""click"", ""link""]
  words = sentence.split(' ')
  
  for word in words:
    word = word.lower()
    if word in spam_words:
      return True

  return False",Function,2462,"def is_spam___:
  spam_words = [""free"", ""gift"", ""click"", ""link""]
  words = sentence.___
  
  for word in words:
    word = word.___
    if word in spam_words:
      return True

  return False"
Implement a function in Python to round a number up to 0 decimal places.,19.876,"def roundUp(x):
    return int(round(x))

print(roundUp(19.876))",Function,2473,"def roundUp___:
    return int(round___)

print(roundUp(19.876))"
Write a function to return the first n prime numbers in Python.,Number of Prime Numbers needed: 5,"def firstPrimeNumbers(number): 
    primeNumbers = [] 
  
    for num in range(1, number + 1): 
 
        if (num > 1): 
            for i in range(2, num): 
                if (num % i == 0): 
                    break
            else: 
                primeNumbers.append(num)
    return primeNumbers
  
# Test code 
prime = firstPrimeNumbers(5) 
print(prime)",Function,2485,"def firstPrimeNumbers___: 
    primeNumbers = [] 
  
    for num in ___: 
 
        ___: 
            for i in range___: 
                ___: 
                    break
            else: 
                primeNumbers.append___
    return primeNumbers
  
# Test code 
prime = firstPrimeNumbers___ 
print(prime)"
Create a Python program to find the square root of the sum of two numbers without using the sqrt() function.,"Num1 = 4
Num2 = 9","# Python program
import math 

def square_root(a, b): 
    return math.sqrt(a*a + b*b)
  
Num1 = 4
Num2 = 9

print(""Square root of the sum of two numbers:"", square_root(Num1, Num2))",Function,2508,"# Python program
import math 

def square_root___: 
    return math.___
  
Num1 = 4
Num2 = 9

print(""Square root of the sum of two numbers:"", square_root(Num1, Num2))"
Write a function using Python to scramble a word.,word: hello,"import random

def scramble_word(word):
    # Convert the word to a list
    word_list = list(word)
    #Scramble the Letters
    random.shuffle(word_list)
    #Convert back to a string
    scrambled_word = ''.join(word_list)
    return scrambled_word

if __name__ == '__main__':
    print(scramble_word('hello'))",Function,2533,"import random

def scramble_word___:
    # Convert the word to a list
    word_list = list___
    #Scramble the Letters
    random.shuffle___
    #Convert back to a string
    scrambled_word = ''.join___
    return scrambled_word

if __name__ == '__main__':
    print(scramble_word('hello'))"
Create a Python function that takes an integer argument and prints the prime factors of that number.,num = 30,"def find_prime_factors(num): 
    factors = []
    
    i = 2
    while i * i <= num: 
        if num % i: 
            i += 1
        else:
            num //= i
            factors.append(i)

    if num > 1:
        factors.append(num)

    print(factors)

find_prime_factors(num)",Function,2538,"def find_prime_factors___: 
    factors = []
    
    i = 2
    while i * i <= num: 
        if num % i: 
            i += 1
        else:
            num //= i
            factors.append___

    if num > 1:
        factors.append___

    print(factors)

find_prime_factors___"
Write a Python program to compare two lists of numbers and return any combination of numbers that occur in both lists.,"list1=[1,2,3,4,5,6]
list2=[3,4,5,7,8,9]","combinedList = [] 

for num1 in list1:
 for num2 in list2:
 if num1 == num2:
 combinedList.append(num1)

print(combinedList) # [3,4,5]",Function,2572,"combinedList = [] 

for num1 in list1:
 for num2 in list2:
 if num1 == num2:
 combinedList.append___

print(combinedList) # [3,4,5]"
Create a function in Python to return the media according to the following criteria:,"Given a list of numbers [1, 4, 7, 8, 10, 15, 21],","def get_median(num_list):
    sorted_list = sorted(num_list)
    length = len(sorted_list)
    if (length % 2 == 0):
        median = (sorted_list[length//2] + sorted_list[length//2 -1])/2.0
    else:
        median = sorted_list[length//2]
    return median",Function,2585,"def get_median___:
    sorted_list = sorted___
    length = len___
    ___:
        median = (sorted_list[length//2] + sorted_list[length//2 -1])/2.0
    else:
        median = sorted_list[length//2]
    return median"
Write a function in Python to sort the data in lexicographical order.,"[""red"", ""blue"", ""green"", ""purple"", ""pink"", ""black"", ""white""]","def sortLexicographical(data):
    return sorted(data, key=lambda x:x[0])

sorted_data = sortLexicographical([""red"", ""blue"", ""green"", ""purple"", ""pink"", ""black"", ""white""])
print(sorted_data)",Function,2587,"def sortLexicographical___:
    return ___

sorted_data = ___
print(sorted_data)"
Design a recursive Python function that prints the Fibonacci series from 0 to n.,7,"def fibonacci(n):
  if n == 0:
    return 0
  elif n == 1:
    return 1
  else:
    return fibonacci(n - 1) + fibonacci(n - 2)
    
for i in range(0, n + 1):
    print(fibonacci(i))",Function,2588,"def fibonacci___:
  if n == 0:
    return 0
  elif n == 1:
    return 1
  else:
    return ___
    
for i in ___:
    print(fibonacci(i))"
Convert the following Python function to C++,"def sum_list(numbers):
    result = 0
    for n in numbers:
        result += n
    return result","int sum_list(vector<int>& numbers) {
  int result = 0;
  for (auto& n : numbers) {
    result += n;
  }
  return result;
}",Function,2592,"int ___ {
  int result = 0;
  ___ {
    result += n;
  }
  return result;
}"
