Instruction,Input,Output,materi,question_id,Template
Design a function in Python that reverses a string.,"string = ""Hello World""","def reverse_string(str): 
    return str[::-1]  
  
reverse = reverse_string(string) 
print(""The reversed string is : "",reverse)",Data Type,1466,"def reverse_string(str): 
    return str[::-___]  
  
reverse = reverse_string(string) 
print(""The reversed string is : "",reverse)"
Optimize a Python program to reverse a string with a lower time complexity.,"string = ""Hello World!""","def reverse_string(string): 
    return string[::-1] 
    
# Time Complexity: O(n)
# Space Complexity: O(1)",Data Type,1476,"def reverse_string(string): 
    return string[::-___] 
    
# Time Complexity: O(n)
# Space Complexity: O(___)"
Create a Python program to delete all characters at odd index in a given string.,"Hello, World!","def deleteAtOddIndex(s):
    output = """"
    for i in range(len(s)):
        # delete the character at an odd index
        if i % 2 != 0:
            pass
        else:
            output += s[i]
    return output",Data Type,1478,"def deleteAtOddIndex(s):
    output = """"
    for i in range(len(s)):
        # delete the character at an odd index
        if i % ___ != ___:
            pass
        else:
            output += s[i]
    return output"
Generate a Python program to find the number of words with distinct letters in a given string,string = 'hello world',"def count_distinct_letters(string):
   distinct_letters = set()
   for word in string.split(' '):
        distinct_letters.update(set(word))
   return len(distinct_letters)

# example
string = 'hello world'
print(count_distinct_letters(string)) # 6",Data Type,1482,"def count_distinct_letters(string):
   distinct_letters = set()
   for word in string.split(' '):
        distinct_letters.update(set(word))
   return len(distinct_letters)

# example
string = 'hello world'
print(count_distinct_letters(string)) # ___"
Write a Python program to separate a specified string into characters and numbers.,"str = ""ab12cd3""","def separate_charnum(str):
    chars = []
    nums = []
    for char in str:
        if char.isalpha():
            chars.append(char)
        else:
            nums.append(int(char))
    return chars, nums

str = ""ab12cd3""

chars, nums = separate_charnum(str)
print(chars)
print(nums)",Data Type,1516,"def separate_charnum(str):
    chars = []
    nums = []
    for char in str:
        if char.isalpha():
            chars.append(char)
        else:
            nums.append(___)
    return chars, nums

str = ""ab12cd3""

chars, nums = separate_charnum(str)
print(chars)
print(nums)"
Implement a method in Python that takes two strings as input and returns true if one string is a rotation of the other.,"s1='abc' 
s2='cab'","def isRotation(s1, s2): 
    if (len(s1) != len(s2)): 
        return False
  
    temp = s1 + s1 
    if (s2 in temp): 
        return True
    return False

result = isRotation('abc', 'cab')
print(result)",Data Type,1523,"def isRotation(s1, s2): 
    if (len(s1) != len(s2)): 
        return ___
  
    temp = s1 + s1 
    if (s2 in temp): 
        return ___
    return ___

result = isRotation('abc', 'cab')
print(result)"
Create a Python program to convert a binary string into its equivalent decimal value.,binary_num = '10101',"def binary_to_decimal(binary_num):
    decimal_num = 0
    n = 0

    for i in range(len(binary_num)-1, -1, -1):
        if binary_num[i] == '1':
            decimal_num += 2**n
        
        n += 1
    
    return decimal_num",Data Type,1537,"def binary_to_decimal(binary_num):
    decimal_num = ___
    n = ___

    for i in range(len(binary_num)-___, -___, -___):
        if binary_num[i] == '___':
            decimal_num += ___**n
        
        n += ___
    
    return decimal_num"
Implement a search algorithm to quickly identify a specific character in a given string using Python.,"string = ""helloworld""
character = ""o""","def search(s, ch):
    for i, c in enumerate(s):
        if c == ch:
            return i
    return -1

string = ""helloworld""
character = ""o""

index = search(string, character)
if index == -1:
    print(""Character not found"")
else:
    print(""Index of the character is"", index)",Data Type,1539,"def search(s, ch):
    for i, c in enumerate(s):
        if c == ch:
            return i
    return -___

string = ""helloworld""
character = ""o""

index = search(string, character)
if index == -___:
    print(""Character not found"")
else:
    print(""Index of the character is"", index)"
Create a Python function that reverses every other word in a given string.,This is a test,"def reverseWords(sentence):
  words = sentence.split()
  reversed_sentence = []
  for i in range(len(words)):
    if (i % 2 == 0):
      reversed_sentence.append(words[i])
    else:
      reversed_sentence.append(words[i][::-1])
  return "" "".join(reversed_sentence)

print(reverseWords(""This is a test""))",Data Type,1551,"def reverseWords(sentence):
  words = sentence.split()
  reversed_sentence = []
  for i in range(len(words)):
    if (i % ___ == ___):
      reversed_sentence.append(words[i])
    else:
      reversed_sentence.append(words[i][::-___])
  return "" "".join(reversed_sentence)

print(reverseWords(""This is a test""))"
Create a Python program to read a string and return the character with the highest frequency.,Sample string,"import collections

str = ""Sample string""
count = collections.Counter(str)
highest_freq = 0
highest_freq_char = ''

for char, value in count.items():
    if value > highest_freq:
        highest_freq = value
        highest_freq_char = char

print(""The character {} has the highest frequency of {} in this string"".format(highest_freq_char, highest_freq))",Data Type,1605,"import collections

str = ""Sample string""
count = collections.Counter(str)
highest_freq = ___
highest_freq_char = ''

for char, value in count.items():
    if value > highest_freq:
        highest_freq = value
        highest_freq_char = char

print(""The character {} has the highest frequency of {} in this string"".format(highest_freq_char, highest_freq))"
Write a Python program to search a given string for any repeated characters.,"""AAAAB""","def find_repeat_characters(string):
 repeat_characters = set()
 for char in string:
 if string.count(char) > 1 and char not in repeat_characters:
 repeat_characters.add(char)
 return repeat_characters

string = 'AAAAB'
print(find_repeat_characters(string)) # {'A'}",Data Type,1614,"def find_repeat_characters(string):
 repeat_characters = set()
 for char in string:
 if string.count(char) > ___ and char not in repeat_characters:
 repeat_characters.add(char)
 return repeat_characters

string = 'AAAAB'
print(find_repeat_characters(string)) # {'A'}"
Format the given string with line breaks and indentations to make it a valid Python code.,for i in range(10) print(i),"for i in range(10):
  print(i)",Data Type,1625,"for i in range(___):
  print(i)"
Generate a Python program to search for a substring within a string.,"text = ""This is a sample string."" 
substring = ""sample""","def search_substring(text, substring):
    if substring in text:
        return True
    else:
        return False

result = search_substring(text, substring)
print(result)",Data Type,1630,"def search_substring(text, substring):
    if substring in text:
        return ___
    else:
        return ___

result = search_substring(text, substring)
print(result)"
Optimize a program in Python for searching for a string in a list.,"value = 'apple'
list = ['bannanas', 'oranges', 'apple']","def search(value, list):
    for i in range(len(list)):
        if list[i] == value:
            return i
    return -1

value= 'apple'
list = ['bannanas', 'oranges', 'apple']
print(search(value, list))",Data Type,1640,"def search(value, list):
    for i in range(len(list)):
        if list[i] == value:
            return i
    return -___

value= 'apple'
list = ['bannanas', 'oranges', 'apple']
print(search(value, list))"
Write a Python program to format a specified string to limit the number of characters to 6.,"""Hello World""","def limit_string(s):
    if len(s) >= 6:
        return s[:6]
    else:
        return s

result = limit_string(""Hello World"")
print(result)",Data Type,1647,"def limit_string(s):
    if len(s) >= ___:
        return s[:___]
    else:
        return s

result = limit_string(""Hello World"")
print(result)"
Write a Python program to check if a provided string is valid JSON.,"""<noinput>""","def is_valid_json(s):
    valid = True
    try:
        json.loads(s)
    except ValueError:
        valid = False
    return valid",Data Type,1657,"def is_valid_json(s):
    valid = ___
    try:
        json.loads(s)
    except ValueError:
        valid = ___
    return valid"
Create a Python function that takes in a string and a list of words and returns true if the string contains all the words in the list.,"'This is a test', ['test', 'this', 'is']","def contains_words(input_string, words):
 for word in words:
 if word not in input_string:
 return False
 return True

print(contains_words('This is a test', ['test', 'this', 'is'])) # True",Data Type,1678,"def contains_words(input_string, words):
 for word in words:
 if word not in input_string:
 return ___
 return ___

print(contains_words('This is a test', ['test', 'this', 'is'])) # ___"
Create a Python script to format the following string with proper new lines and indentation.,"'{ ""name"":""John"", ""age"":30, ""city"":""New York""}'","formatted = '{\n  ""name"":""John"",\n  ""age"":30,\n  ""city"":""New York""\n}'",Data Type,1688,"formatted = '{\n  ""name"":""John"",\n  ""age"":___,\n  ""city"":""New York""\n}'"
Create a Python program to convert a given list of strings to float values,"str_list = ['45', '87.5', '90.9', '24']","def convertStringToFloat(str_list):
    floats = []
    for s in str_list:
        floats.append(float(s))
    return floats

convertStringToFloat(str_list) // Returns [45.0, 87.5, 90.9, 24.0]",Data Type,1696,"def convertStringToFloat(str_list):
    floats = []
    for s in str_list:
        floats.append(___)
    return floats

convertStringToFloat(str_list) // Returns [___.___, ___.___, ___.___, ___.___]"
Write a Python program to format a specified string to limit the number of characters to 6.,"str = ""Python is a great programming language!""","new_str = ""Python"".ljust(6, ""..."")

print(new_str)  #Python...",Data Type,1699,"new_str = ""Python"".ljust(___, ""..."")

print(new_str)  #Python..."
Generate a correct Python program to compute the reverse of the given string,"string = ""hello""","def reverse_string(string):
    output = """"
    for i in range(len(string)):
        output += string[len(string)-1-i]
    return output",Data Type,1703,"def reverse_string(string):
    output = """"
    for i in range(len(string)):
        output += string[len(string)-___-i]
    return output"
Create a Python program that takes in a string and returns a string with the characters in reversed order.,"String: ""Hello World""","def reverse(str):
    return str[::-1]",Data Type,1713,"def reverse(str):
    return str[::-___]"
Optimize a given Python script that reverse a string.,"def reverse_string(string):
    reversed_string = """"
    for char in string:
        reversed_string = char + reversed_string
    return reversed_string","def reverse_string(string):
    return string[::-1]",Data Type,1755,"def reverse_string(string):
    return string[::-___]"
Write a Python function to convert a list of integers into a comma separated string.,"int_list = [1, 4, 5, 6, 7]","def list_to_string(int_list):
    string = """"

    for i in int_list:
        string += str(i) + "",""

    # Remove trailing comma
    string = string[:-1]

    return string

int_list = [1, 4, 5, 6, 7] 
print(list_to_string(int_list)) // ""1,4,5,6,7""",Data Type,1758,"def list_to_string(int_list):
    string = """"

    for i in int_list:
        string += ___ + "",""

    # Remove trailing comma
    string = string[:-___]

    return string

int_list = [___, ___, ___, ___, ___] 
print(list_to_string(int_list)) // ""___,___,___,___,___"""
Create a Python program to check if a given string has duplicates characters.,"String: ""helloworld""","def hasDuplicates(s):
    set = set()
    for ch in s:
        if ch in set:
            return True
        set.add(ch)
    return False",Data Type,1761,"def hasDuplicates(s):
    set = set()
    for ch in s:
        if ch in set:
            return ___
        set.add(ch)
    return ___"
Optimize an existing Python function to reverse a string. This function should take a string as input and return the reversed string.,'Hello World!',"def reverse_string(input):
    return input[::-1]",Data Type,1765,"def reverse_string(input):
    return input[::-___]"
Create a function in Python that takes two parameters: string and character. It should return the number of occurrences of the given character in the given string.,"string = 'This is a sample string.'
character = 's'","def count_char(string, character):
 count = 0
 for c in string:
 if c == character:
 count += 1
 return count

print(count_char('This is a sample string.', 's'))  # 3",Data Type,1768,"def count_char(string, character):
 count = ___
 for c in string:
 if c == character:
 count += ___
 return count

print(count_char('This is a sample string.', 's'))  # ___"
"Create a function in Python that given a string, calculates the number of vowels in it.",Hello World!,"def count_vowels(s):
  vowels = 'aeiou'
  count = 0
  for c in s.lower():
    if c in vowels:
      count += 1
  return count

s = 'Hello World!'
print(count_vowels(s)) # Output 3",Data Type,1772,"def count_vowels(s):
  vowels = 'aeiou'
  count = ___
  for c in s.lower():
    if c in vowels:
      count += ___
  return count

s = 'Hello World!'
print(count_vowels(s)) # Output ___"
Create a Python script to return a list of the top five longest words in a given string.,"""I am a coding enthusiast""","def get_longest_words(sentence): 
    words = sentence.split() 
   
    words.sort(key = lambda s: len(s)) 
  
    longest_words = words[-5:] 
    longest_words.reverse() 
  
    return longest_words 

sentence = ""I am a coding enthusiast""
print(get_longest_words(sentence))",Data Type,1785,"def get_longest_words(sentence): 
    words = sentence.split() 
   
    words.sort(key = lambda s: len(s)) 
  
    longest_words = words[-___:] 
    longest_words.reverse() 
  
    return longest_words 

sentence = ""I am a coding enthusiast""
print(get_longest_words(sentence))"
Develop an algorithm in Python that reverses a given string.,"""hello world""","def reverseString(s): 
    return s[::-1] 
  
string = ""hello world""

print(""Original String:"", string) 
print(""Reversed String:"", reverseString(string))",Data Type,1808,"def reverseString(s): 
    return s[::-___] 
  
string = ""hello world""

print(""Original String:"", string) 
print(""Reversed String:"", reverseString(string))"
"Generate a Python program that takes a date as input and returns the day of the week as a string (i.e. Sunday, Monday, etc.).",3/22/2021,"import datetime

def get_weekday(date_string):
    date = datetime.datetime.strptime(date_string, '%m/%d/%Y')
    return date.strftime('%A')

weekday = get_weekday('3/22/2021')
print(weekday)",Data Type,1809,"import datetime

def get_weekday(date_string):
    date = datetime.datetime.strptime(date_string, '%m/%d/%Y')
    return date.strftime('%A')

weekday = get_weekday('___/___/___')
print(weekday)"
Create a Python program to round up a float to the nearest integer.,3.14,"def round_up(f):
    if f - int(f) >= 0.5:
        return int(f) + 1
    return int(f)

round_val = round_up(3.14)
print(round_val)",Data Type,1816,"def round_up(f):
    if f - int(f) >= ___.___:
        return int(f) + ___
    return ___

round_val = round_up(___.___)
print(round_val)"
Develop a Python code to convert the given binary string to its corresponding integer value.,'100100',"def binary_to_int(binary):
    result = 0
    for i in range(len(binary)): 
        digit = binary[i] 
        if digit == '1':
            result = result + pow(2, len(binary)-i-1)  
    return result

binary_to_int('100100') # returns 36",Data Type,1831,"def binary_to_int(binary):
    result = ___
    for i in range(len(binary)): 
        digit = binary[i] 
        if digit == '___':
            result = result + pow(___, len(binary)-i-___)  
    return result

binary_to_int('___') # returns ___"
"Write a Python program to generate a random password. The program should generate a string of 8 characters (numbers, letters and special characters)",No input,"import random
import string

def generate_password():
 password_characters = string.ascii_letters + string.digits + string.punctuation
 password = ''.join(random.choice(password_characters) for i in range(8))
 print(password)

generate_password()",Data Type,1855,"import random
import string

def generate_password():
 password_characters = string.ascii_letters + string.digits + string.punctuation
 password = ''.join(random.choice(password_characters) for i in range(___))
 print(password)

generate_password()"
Optimize a function for generating a random string in Python. The function should generate a string with 7 characters that include both numbers and letters,"def random_string(): 
    string = '' 
    for i in range(7): 
        string += chr(randint(97, 122)) 
        string += str(randint(0, 9)) 
    return string","import random

def random_string(): 
    string = ''.join(random.sample(
        'abcdefghijklmnopqrstuvwxyz' 
        + '0123456789', 7)) 
    return string",Data Type,1873,"import random

def random_string(): 
    string = ''.join(random.sample(
        'abcdefghijklmnopqrstuvwxyz' 
        + '___', ___)) 
    return string"
Write a Python function to remove the nth occurrence of a given substring from the given string.,"string = ""This is a chance to practice python string manipulation skills""
substring = ""is""
n = 2","def remove_nth_occurrence(string, substring, n):
 count = 0
 for i, ch in enumerate(string):
  if string[i:i+len(substring)] == substring:
   count += 1
   if count == n:
    string = string[:i] + string[i+len(substring):]
 return string",Data Type,1888,"def remove_nth_occurrence(string, substring, n):
 count = ___
 for i, ch in enumerate(string):
  if string[i:i+len(substring)] == substring:
   count += ___
   if count == n:
    string = string[:i] + string[i+len(substring):]
 return string"
Come up with a python program that takes a string and return a reversed version of the string.,"""<noinput>""","def reverse_string(string):
    return string[::-1]",Data Type,1910,"def reverse_string(string):
    return string[::-___]"
Design a Python program to determine if one string is a substring of another.,"""Hello"", ""Hello World""","def isSubstring(str1, str2):
    if len(str1) > len(str2):
        return False

    for i in range(len(str2)):
        if (str2[i: i+len(str1)] == str1):
            return True

    return False

str1 = ""Hello""
str2 = ""Hello World""

print(isSubstring(str1, str2))",Data Type,1916,"def isSubstring(str1, str2):
    if len(str1) > len(str2):
        return ___

    for i in range(len(str2)):
        if (str2[i: i+len(str1)] == str1):
            return ___

    return ___

str1 = ""Hello""
str2 = ""Hello World""

print(isSubstring(str1, str2))"
Create a Python program for encrypting a given string using the XOR technique.,"String: ""Hello world!""","def xor_crypt_string(data, key='my_secret_key'):
    l = len(key)
    return bytearray((
        (data[i] ^ ord(key[i % l])) for i in range(0,len(data))
    ))

encrypted_data = xor_crypt_string(bytearray('Hello world!', 'utf-8'))

print(encrypted_data)",Data Type,1919,"def xor_crypt_string(data, key='my_secret_key'):
    l = len(key)
    return bytearray((
        (data[i] ^ ord(key[i % l])) for i in range(___,len(data))
    ))

encrypted_data = xor_crypt_string(bytearray('Hello world!', 'utf-___'))

print(encrypted_data)"
Write a Python program to search a given string for the first occurrence of a given substring.,"string = ""The quick brown fox"", substring = ""fox""","string = ""The quick brown fox""
substring = ""fox""

def find_substring(string, substring):
    index = string.find(substring)
    if index == -1:
        print(""Substring not found!"")
    else:
        print(""Substring found at index:"", index)

find_substring(string, substring)",Data Type,1933,"string = ""The quick brown fox""
substring = ""fox""

def find_substring(string, substring):
    index = string.find(substring)
    if index == -___:
        print(""Substring not found!"")
    else:
        print(""Substring found at index:"", index)

find_substring(string, substring)"
Create a Python script to count the frequencies of each letter in a given string.,"text = ""Hello, World!""","def count_letter_frequency(text): 
    frequency = {} 
    for letter in text: 
        if letter in frequency: 
            frequency[letter] += 1
        else: 
            frequency[letter] = 1
    return frequency 
  
text = ""Hello, World!""
print(count_letter_frequency(text))",Data Type,1937,"def count_letter_frequency(text): 
    frequency = {} 
    for letter in text: 
        if letter in frequency: 
            frequency[letter] += ___
        else: 
            frequency[letter] = ___
    return frequency 
  
text = ""Hello, World!""
print(count_letter_frequency(text))"
Create a function using Python that parses a given string and returns a dictionary containing each word in the string as key and its frequency as value.,"string = ""This is a random sentence.""","def parseString(string):
    freqDict = dict()
    stringWords = string.split("" "") 
    for word in stringWords:
        if word in freqDict:
            freqDict[word] += 1
        else:
            freqDict[word] = 1
    return freqDict",Data Type,1938,"def parseString(string):
    freqDict = dict()
    stringWords = string.split("" "") 
    for word in stringWords:
        if word in freqDict:
            freqDict[word] += ___
        else:
            freqDict[word] = ___
    return freqDict"
Write a Python program to find the string which is most frequent among the given list of strings.,"my_list = [""apple"", ""banana"", ""apple"", ""orange""]","def most_frequent(my_list):
    max_count = 0
    frequent_string = """"

    for i in my_list:
        if my_list.count(i) > max_count:
            max_count = my_list.count(i)
            frequent_string = i

    return frequent_string",Data Type,1952,"def most_frequent(my_list):
    max_count = ___
    frequent_string = """"

    for i in my_list:
        if my_list.count(i) > max_count:
            max_count = my_list.count(i)
            frequent_string = i

    return frequent_string"
modify the following Python program such that it returns an error if the input is an empty string.,"def print_string(text):
    print(text)","def print_string(text):
    if len(text) > 0:
        print(text)
    else:
        raise Exception('The input string is empty')",Data Type,1953,"def print_string(text):
    if len(text) > ___:
        print(text)
    else:
        raise Exception('The input string is empty')"
Generate a program in Python to extract all numbers from a given string,"string = ""The 3 monkeys had 2 apples""","import re

def extract_numbers(string): 
    numbers = re.findall('\d+', string)
    return numbers

string = ""The 3 monkeys had 2 apples""
print(extract_numbers(string))",Data Type,1965,"import re

def extract_numbers(string): 
    numbers = re.findall('\d+', string)
    return numbers

string = ""The ___ monkeys had ___ apples""
print(extract_numbers(string))"
Design an algorithm in Python that takes a string as input and returns a compressed version of the string.,aaabbccccca,"def stringCompress(s):
    result = """"
    counter = 1
    for i in range(len(s)-1):
        if s[i] == s[i+1]:
            counter+=1
        else:
            result += s[i] + str(counter)
            counter = 1
        
    result += s[i] + str(counter)
    return result

print(stringCompress('aaabbccccca'))",Data Type,1969,"def stringCompress(s):
    result = """"
    counter = ___
    for i in range(len(s)-___):
        if s[i] == s[i+___]:
            counter+=___
        else:
            result += s[i] + ___
            counter = ___
        
    result += s[i] + ___
    return result

print(stringCompress('aaabbccccca'))"
Write a Python function to count the number of occurances of a given letter in a given string.,"s = ""Hello World""","def count_letter(s, letter): 
    count = 0
    for char in s:
        if char == letter:
            count += 1
    return count

s = ""Hello World""
letter = ""l""
print(count_letter(s, letter))",Data Type,1990,"def count_letter(s, letter): 
    count = ___
    for char in s:
        if char == letter:
            count += ___
    return count

s = ""Hello World""
letter = ""l""
print(count_letter(s, letter))"
"Build a type checking function to determine what kind of data is being processed, given a generic string in Python.",str = '123',"def check_type(str):
    try:
        int(str)
        return 'Integer'
    except ValueError:
        pass
   
    try:
        float(str)
        return 'Float'
    except ValueError:
        pass
   
    return 'String'

print(check_type('123')) # prints 'Integer'",Data Type,2016,"def check_type(str):
    try:
        ___
        return 'Integer'
    except ValueError:
        pass
   
    try:
        ___
        return 'Float'
    except ValueError:
        pass
   
    return 'String'

print(check_type('___')) # prints 'Integer'"
Write a Python function to generate a substitution cipher of a given string,"string = ""abcdefghijklmnopqrstuvwxyz""","def substitution_cipher(string):
    cipher = """"
    for i in string:
        cipher += chr(ord('a') + (ord(i) - ord('a') + 13) % 26) 
    return cipher",Data Type,2027,"def substitution_cipher(string):
    cipher = """"
    for i in string:
        cipher += chr(ord('a') + (ord(i) - ord('a') + ___) % ___) 
    return cipher"
Write a python program that prints out the number of times each letter appears in a given string.,"string = ""Hello, World!""","string = ""Hello, World!""
for char in string:
 count = string.count(char)
 print(char + "" appears "" + str(count) + "" times"")

# Output
H appears 1 times
e appears 1 times
l appears 3 times
o appears 2 times
, appears 1 times
  appears 1 times
W appears 1 times
r appears 1 times
d appears 1 times
! appears 1 times",Data Type,2041,"string = ""Hello, World!""
for char in string:
 count = string.count(char)
 print(char + "" appears "" + ___ + "" times"")

# Output
H appears ___ times
e appears ___ times
l appears ___ times
o appears ___ times
, appears ___ times
  appears ___ times
W appears ___ times
r appears ___ times
d appears ___ times
! appears ___ times"
"Create a Python function that takes a string argument, removes all the special characters and returns the modified string.",This# 1$ i^s an% e*xa_mple -str_ing,"def remove_special_characters(s):
    new_s = s.replace('#', '').replace('$', '').replace('^', '').replace('%', '').replace('*', '').replace('_', '') 
    return new_s

remove_special_characters(""This# 1$ i^s an% e*xa_mple -str_ing"")",Data Type,2050,"def remove_special_characters(s):
    new_s = s.replace('#', '').replace('$', '').replace('^', '').replace('%', '').replace('*', '').replace('_', '') 
    return new_s

remove_special_characters(""This# ___$ i^s an% e*xa_mple -str_ing"")"
Write a Python program to evaluate a given string and return a Boolean value.,String = “The sky is blue”,"def evaluate_string(string):
 if string == 'The sky is blue':
  return True
 else:
  return False",Data Type,2052,"def evaluate_string(string):
 if string == 'The sky is blue':
  return ___
 else:
  return ___"
"Create a Python function that takes a string and a pattern, and returns the number of times the pattern appears in the string.","string = ""hello hello world""
pattern = ""hello""","def countSubstring(string, sub_string):
  count = 0 
  for i in range(0, len(string)-len(sub_string)+1):
    if (string[i:i+len(sub_string)] == sub_string):
      count+=1
  return count
  
print(countSubstring(string, pattern))",Data Type,2083,"def countSubstring(string, sub_string):
  count = ___ 
  for i in range(___, len(string)-len(sub_string)+___):
    if (string[i:i+len(sub_string)] == sub_string):
      count+=___
  return count
  
print(countSubstring(string, pattern))"
Write a Python function which extracts zip codes from a provided string.,"My address is 123 Main St, ZIP 12345","import re

def extract_zip_codes(string):
    zip_codes = re.findall(""(?<=ZIP )\d+"", string)
    return zip_codes

print(extract_zip_codes(""My address is 123 Main St, ZIP 12345""))",Data Type,2095,"import re

def extract_zip_codes(string):
    zip_codes = re.findall(""(?<=ZIP )\d+"", string)
    return zip_codes

print(extract_zip_codes(""My address is ___ Main St, ZIP ___""))"
Create a program in Python which takes a string and finds the number of each English vowels.,sentence = 'Hello World',"def count_vowels(sentence):
    vowels = {'a': 0, 'e': 0, 'i': 0, 'o': 0, 'u': 0}
    for char in sentence.lower():
        if char in vowels:
            vowels[char] += 1
    return vowels

sentence = 'Hello World'  
print(count_vowels(sentence)) # Output = {'a': 0, 'e': 1, 'i': 0, 'o': 2, 'u': 0}",Data Type,2100,"def count_vowels(sentence):
    vowels = {'a': ___, 'e': ___, 'i': ___, 'o': ___, 'u': ___}
    for char in sentence.lower():
        if char in vowels:
            vowels[char] += ___
    return vowels

sentence = 'Hello World'  
print(count_vowels(sentence)) # Output = {'a': ___, 'e': ___, 'i': ___, 'o': ___, 'u': ___}"
Can you generate a Python program that takes a string as input and returns a dictionary with the count of each letter in the string?,"""hello world""","def letter_count(s):
    count = {}
    for c in s:
        if c not in count:
            count[c] = 1
        else:
            count[c] += 1
    return count

s = ""hello world""
count = letter_count(s)
print(count) # {'h': 1, 'e': 1, 'l': 3, 'o': 2, ' ': 1, 'w': 1, 'r': 1, 'd': 1}",Data Type,2108,"def letter_count(s):
    count = {}
    for c in s:
        if c not in count:
            count[c] = ___
        else:
            count[c] += ___
    return count

s = ""hello world""
count = letter_count(s)
print(count) # {'h': ___, 'e': ___, 'l': ___, 'o': ___, ' ': ___, 'w': ___, 'r': ___, 'd': ___}"
"Create a string formatting function in Python that takes a first name, last name, and age as parameters.","firstName - ""John""
lastName - ""Doe""
age - 35","def format_name(firstName, lastName, age):
 return f'{lastName}, {firstName} is {age} years old.'

# Usage example
print(format_name('John', 'Doe', 35)) # Output: Doe, John is 35 years old.",Data Type,2122,"def format_name(firstName, lastName, age):
 return f'{lastName}, {firstName} is {age} years old.'

# Usage example
print(format_name('John', 'Doe', ___)) # Output: Doe, John is ___ years old."
How can we create a function to check if a given string is a palindrome in Python?,No input,"def is_palindrome(s): 
    s = s.lower() 
    return s == s[::-1]",Data Type,2145,"def is_palindrome(s): 
    s = s.lower() 
    return s == s[::-___]"
Can you write a Python script that prints out the number of 'a's found in a text string?,"string = ""abcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabc""","text = ""abcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabc""

count = 0 
for char in text:
    if char == 'a':
        count += 1

print(count)",Data Type,2147,"text = ""abcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabcabc""

count = ___ 
for char in text:
    if char == 'a':
        count += ___

print(count)"
Create a program in Python to calculate the length of a given string without using the len() method.,"string=""Python""","def length(string):
    count = 0
    for char in string:
        count += 1
    return count

string=""Python""

print(length(string))",Data Type,2149,"def length(string):
    count = ___
    for char in string:
        count += ___
    return count

string=""Python""

print(length(string))"
Create a function to generate a random string of fixed length using Python.,length=8,"import random
import string

def generate_random_string(length):
    letters = string.ascii_lowercase
    result_str = ''.join(random.choice(letters) for i in range(length))
     
    return result_str

random_string = generate_random_string(8)
print(random_string) # Outputs 'yezrtsyz'",Data Type,2162,"import random
import string

def generate_random_string(length):
    letters = string.ascii_lowercase
    result_str = ''.join(random.choice(letters) for i in range(length))
     
    return result_str

random_string = generate_random_string(___)
print(random_string) # Outputs 'yezrtsyz'"
"Generate a Python function that takes a string as input and returns True if the string contains a capital letter, otherwise False.",MyString,"def has_capital_letter(input_string):
    for character in input_string:
        if character.isupper():
            return True
    return False",Data Type,2194,"def has_capital_letter(input_string):
    for character in input_string:
        if character.isupper():
            return ___
    return ___"
Create a python program to check the following string for palindrome,"""madam""","def check_palindrome(string):
  rev_str = string[::-1]
  if rev_str == string:
    return ""The string is a palindrome""
  return ""The string is not a palindrome""

print(check_palindrome(""madam""))",Data Type,2213,"def check_palindrome(string):
  rev_str = string[::-___]
  if rev_str == string:
    return ""The string is a palindrome""
  return ""The string is not a palindrome""

print(check_palindrome(""madam""))"
Create a Python dictionary that stores the number of occurrences of each character in a string.,"s = ""Hello World!""","def countCharacters(s):
  # Create empty dictionary 
  chars_dict = {}
  
  # Iterate over each character in the string
  for char in s:
    # If the character is not in the dictionary, set the value to 1
    if char not in chars_dict:
      chars_dict[char] = 1
    # Otherwise, increment the value
    else:
      chars_dict[char] += 1
  
  return chars_dict",Data Type,2226,"def countCharacters(s):
  # Create empty dictionary 
  chars_dict = {}
  
  # Iterate over each character in the string
  for char in s:
    # If the character is not in the dictionary, set the value to ___
    if char not in chars_dict:
      chars_dict[char] = ___
    # Otherwise, increment the value
    else:
      chars_dict[char] += ___
  
  return chars_dict"
"Create a program in Python that takes two parameters, a string and an integer, and returns the string repeated that many times.","""Hello"", 4","def repeat_string(string, n):
    repeated_string = string * n
    return repeated_string

print(repeat_string(""Hello"", 4))",Data Type,2230,"def repeat_string(string, n):
    repeated_string = string * n
    return repeated_string

print(repeat_string(""Hello"", ___))"
"In Python, write a function that takes a string as input and reverses it.","""Hello World!""","def reverseString(text):
    return text[::-1]
 
result = reverseString(""Hello World!"")
print(result)",Data Type,2238,"def reverseString(text):
    return text[::-___]
 
result = reverseString(""Hello World!"")
print(result)"
Generate a correct python program to identify a particular character in a string.,Search for the letter 'e' in the given string,"def char_in_string(char, string):
    for c in string:
        if c == char:
            return True
    return False",Data Type,2239,"def char_in_string(char, string):
    for c in string:
        if c == char:
            return ___
    return ___"
Write a Python program to search for a given string in a list of strings and return the index of the first occurrence of that string.,"List of strings: [""Hello"", ""World"", ""Hello"", ""World""]
Search String: ""World""","def search_string(lst, s):
 for i, item in enumerate(lst):
 if item == s:
 return i
 return -1",Data Type,2241,"def search_string(lst, s):
 for i, item in enumerate(lst):
 if item == s:
 return i
 return -___"
